id_comercio|id_bandera|id_sucursal|id_producto|productos_ean|descripcion|cantidad_presentacion|unidad_medida|marca|precio_lista|productos_precio_referencia|productos_cantidad_referencia|productos_unidad_medida_referencia|productos_precio_unitario_promo1|productos_leyenda_promo1|productos_precio_unitario_promo2|productos_leyenda_promo2
20|1|1|7791274004377|1|POLVO DESOD.ALGABO FOOT FEM 100G TA|100.00|gr|ALGABO PERFUMERIA|1395.00|13950.00|1.00|kg||||
20|1|1|7791520009705|1|POLVO DESOD.VERITAS 120G. FRESCO|120.00|gr|LA FARMACO ARGENTINA|2787.25|23227.08|1.00|kg||||
20|1|1|7791520009682|1|POLVO DESOD.VERITAS 120G. MUJER|120.00|gr|LA FARMACO ARGENTINA|2787.25|23227.08|1.00|kg||||
20|1|2|7791520009682|1|POLVO DESOD.VERITAS 120G. MUJER|120.00|gr|LA FARMACO ARGENTINA|2787.25|23227.08|1.00|kg||||
20|1|1|7791520009729|1|POLVO DESOD.VERITAS CLASICO 180G|180.00|gr|LA FARMACO ARGENTINA|3600.00|20000.00|1.00|kg||||
20|1|2|7791520009729|1|POLVO DESOD.VERITAS CLASICO 180G|180.00|gr|LA FARMACO ARGENTINA|3600.00|20000.00|1.00|kg||||
20|1|1|7791520009750|1|POLVO DESOD.VERITAS FRESCO 180G|180.00|gr|LA FARMACO ARGENTINA|3600.00|20000.00|1.00|kg||||
20|1|2|7791520009750|1|POLVO DESOD.VERITAS FRESCO 180G|180.00|gr|LA FARMACO ARGENTINA|3600.00|20000.00|1.00|kg||||
20|1|1|7791520009743|1|POLVO DESOD.VERITAS HOMBRE 180G|180.00|gr|LA FARMACO ARGENTINA|3600.00|20000.00|1.00|kg||||
20|1|2|7791520009743|1|POLVO DESOD.VERITAS HOMBRE 180G|180.00|gr|LA FARMACO ARGENTINA|3600.00|20000.00|1.00|kg||||
20|1|1|7791520009767|1|POLVO DESOD.VERITAS PEDICO 180G|180.00|gr|LA FARMACO ARGENTINA|4039.45|22441.39|1.00|kg||||
20|1|2|7791520009767|1|POLVO DESOD.VERITAS PEDICO 180G|180.00|gr|LA FARMACO ARGENTINA|4039.45|22441.39|1.00|kg||||
20|1|1|7794980938523|1|POLVO PARA HORNEAR YUSPE 50G.|50.00|gr|YUSPE|640.00|12800.00|1.00|kg||||
20|1|2|7794980938523|1|POLVO PARA HORNEAR YUSPE 50G.|50.00|gr|YUSPE|640.00|12800.00|1.00|kg||||
20|1|3|7794980938523|1|POLVO PARA HORNEAR YUSPE 50G.|50.00|gr|YUSPE|640.00|12800.00|1.00|kg||||
20|1|4|7794980938523|1|POLVO PARA HORNEAR YUSPE 50G.|50.00|gr|YUSPE|640.00|12800.00|1.00|kg||||
20|1|1|7790990992401|1|POLVO ZORRO 800G BE CLASICO|800.00|gr|ALICORP 2021|1865.00|2331.25|1.00|kg||||
20|1|2|7790990992401|1|POLVO ZORRO 800G BE CLASICO|800.00|gr|ALICORP 2021|1865.00|2331.25|1.00|kg||||
20|1|3|7790990992401|1|POLVO ZORRO 800G BE CLASICO|800.00|gr|ALICORP 2021|1865.00|2331.25|1.00|kg||||
20|1|4|7790990992401|1|POLVO ZORRO 800G BE CLASICO|800.00|gr|ALICORP 2021|1865.00|2331.25|1.00|kg||||
20|1|1|7798024290639|1|POLVORONES P.PRECIO C/CHIPS 300G.|300.00|gr|TRIMAK|1350.00|4500.00|1.00|kg||||
20|1|2|7798024290639|1|POLVORONES P.PRECIO C/CHIPS 300G.|300.00|gr|TRIMAK|1350.00|4500.00|1.00|kg||||
20|1|1|7798024290646|1|POLVORONES P.PRECIO LIMON 360G.|360.00|gr|TRIMAK|1350.00|3750.00|1.00|kg||||
20|1|2|7798024290646|1|POLVORONES P.PRECIO LIMON 360G.|360.00|gr|TRIMAK|1350.00|3750.00|1.00|kg||||
20|1|1|7791130001670|1|POMADA CALZADO COBRA MARRON 30G.|30.00|gr|RECKITT & BENCKISER|3320.00|110666.67|1.00|kg||||
20|1|2|7791130001670|1|POMADA CALZADO COBRA MARRON 30G.|30.00|gr|RECKITT & BENCKISER|3320.00|110666.67|1.00|kg||||
20|1|3|7791130001670|1|POMADA CALZADO COBRA MARRON 30G.|30.00|gr|RECKITT & BENCKISER|3320.00|110666.67|1.00|kg||||
20|1|4|7791130001670|1|POMADA CALZADO COBRA MARRON 30G.|30.00|gr|RECKITT & BENCKISER|3320.00|110666.67|1.00|kg||||
20|1|1|7791130001663|1|POMADA CALZADO COBRA NEGRO 30G.|30.00|gr|RECKITT & BENCKISER|3320.00|110666.67|1.00|kg||||
20|1|2|7791130001663|1|POMADA CALZADO COBRA NEGRO 30G.|30.00|gr|RECKITT & BENCKISER|3320.00|110666.67|1.00|kg||||
20|1|3|7791130001663|1|POMADA CALZADO COBRA NEGRO 30G.|30.00|gr|RECKITT & BENCKISER|3320.00|110666.67|1.00|kg||||
20|1|4|7791130001663|1|POMADA CALZADO COBRA NEGRO 30G.|30.00|gr|RECKITT & BENCKISER|3320.00|110666.67|1.00|kg||||
20|1|2|7793350000440|1|POMADA LIQUIDA WASSINGTON BLANCO 60|60.00|cm3|WASSINGTON S.A.|3460.00|57666.67|1.00|lt||||
20|1|1|7793350000433|1|POMADA LIQUIDA WASSINGTON INCOLOR60|60.00|cm3|WASSINGTON S.A.|3460.00|57666.67|1.00|lt||||
20|1|2|7793350000433|1|POMADA LIQUIDA WASSINGTON INCOLOR60|60.00|cm3|WASSINGTON S.A.|3460.00|57666.67|1.00|lt||||
